FAM	D	T	L
cy41HOG000279758.ale.uml_rec	2.08033e-05	0.252667	1e-06
cy41HOG000233714.ale.uml_rec	1e-06	7.44527e-06	0.199351
cy41HOG000069682.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000037021.ale.uml_rec	1e-06	1e-06	0.471039
cy41HOG000276840.ale.uml_rec	1e-06	1e-06	0.242057
cy41HOG000237215.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000009350.ale.uml_rec	1e-06	1e-06	0.471636
cy41HOG000035966.ale.uml_rec	1.40865e-05	0.0287742	0.0372117
cy41HOG000233819.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132825.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035709.ale.uml_rec	0.379977	0.538542	0.608658
cy41HOG000049428.ale.uml_rec	4.67956e-06	0.0312065	0.0324658
cy41HOG000127825.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233676.ale.uml_rec	0.165272	1e-06	1e-06
cy41HOG000094610.ale.uml_rec	1e-06	0.247499	0.436001
cy41HOG000058484.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000232534.ale.uml_rec	0.263356	1e-06	0.25035
cy41HOG000035259.ale.uml_rec	0.0388933	0.0425091	0.154808
cy41HOG000233326.ale.uml_rec	0.129817	0.137457	0.458149
cy41HOG000054434.ale.uml_rec	1e-06	0.717656	1.11512
cy41HOG000273091.ale.uml_rec	1e-06	0.167591	1e-06
cy41HOG000131220.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000114206.ale.uml_rec	1e-06	0.741611	1.1481
cy41HOG000219645.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233986.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069810.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000194043.ale.uml_rec	0.258103	0.348178	0.892275
cy41HOG000080974.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000238519.ale.uml_rec	1e-06	1e-06	0.351636
cy41HOG000232912.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069166.ale.uml_rec	1e-06	1e-06	0.300601
cy41HOG000024473.ale.uml_rec	0.293281	6.21507e-05	0.147994
cy41HOG000058752.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000069436.ale.uml_rec	1.09771	1e-06	0.670786
cy41HOG000037268.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000058202.ale.uml_rec	0.000163433	0.75596	1.14946
cy41HOG000225505.ale.uml_rec	0.145409	0.125205	0.413996
cy41HOG000217394.ale.uml_rec	0.0142256	0.0867714	0.0768419
cy41HOG000154958.ale.uml_rec	1e-06	0.789152	1.19135
cy41HOG000151016.ale.uml_rec	1.08745	1e-06	1.24873
cy41HOG000007681.ale.uml_rec	1.50674e-05	0.161915	0.117369
cy41HOG000145354.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000035540.ale.uml_rec	1e-06	3.04799e-05	0.161625
cy41HOG000234166.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000080866.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000232800.ale.uml_rec	0.0452665	1e-06	1e-06
cy41HOG000150979.ale.uml_rec	1e-06	0.143354	0.239056
cy41HOG000132511.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069524.ale.uml_rec	1e-06	0.704895	1.14822
cy41HOG000141625.ale.uml_rec	0.201089	0.13133	0.480688
cy41HOG000054900.ale.uml_rec	1e-06	0.713406	1.13816
cy41HOG000058640.ale.uml_rec	0.000163433	0.75596	1.14946
cy41HOG000128054.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000023038.ale.uml_rec	0.994135	0.0687104	0.146412
cy41HOG000224755.ale.uml_rec	0.346413	0.396979	0.242768
cy41HOG000077402.ale.uml_rec	1e-06	0.452798	0.503292
cy41HOG000276574.ale.uml_rec	0.0764564	2.68893e-05	0.151205
cy41HOG000035452.ale.uml_rec	0.826105	0.0208739	0.584435
cy41HOG000234074.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000223393.ale.uml_rec	0.0997397	0.235755	0.439956
cy41HOG000008876.ale.uml_rec	1e-06	0.0126213	0.0133592
cy41HOG000293776.ale.uml_rec	0.00024241	0.819418	1.1917
cy41HOG000085631.ale.uml_rec	1e-06	0.704895	1.14822
cy41HOG000023271.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000223045.ale.uml_rec	1e-06	0.497702	0.639449
cy41HOG000058409.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000006707.ale.uml_rec	1e-06	0.400415	0.513318
cy41HOG000036721.ale.uml_rec	1e-06	0.138084	0.558366
cy41HOG000035784.ale.uml_rec	1e-06	1e-06	0.032711
cy41HOG000037133.ale.uml_rec	1e-06	1e-06	0.153999
cy41HOG000219938.ale.uml_rec	1.53914e-06	0.157174	0.214145
cy41HOG000119179.ale.uml_rec	3.18212e-05	1.19647e-06	0.390087
cy41HOG000058159.ale.uml_rec	1e-06	0.166838	1e-06
cy41HOG000247096.ale.uml_rec	1e-06	1e-06	0.278261
cy41HOG000245621.ale.uml_rec	6.53483e-05	0.0948507	0.12355
cy41HOG000035874.ale.uml_rec	1e-06	1e-06	0.471636
cy41HOG000127758.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132758.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233234.ale.uml_rec	1e-06	0.0398964	0.0674926
cy41HOG000224483.ale.uml_rec	1e-06	0.0690497	0.0791351
cy41HOG000058596.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000232426.ale.uml_rec	1e-06	0.0234562	0.0418075
cy41HOG000233764.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000131992.ale.uml_rec	9.60943e-06	0.0714212	0.428427
cy41HOG000127937.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233894.ale.uml_rec	0.66401	1e-06	0.320379
cy41HOG000125070.ale.uml_rec	0.80413	0.0929125	1e-06
cy41HOG000064050.ale.uml_rec	1e-06	0.804587	1.17134
cy41HOG000054526.ale.uml_rec	0.00370999	2.14299e-05	0.265513
cy41HOG000233869.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000293092.ale.uml_rec	1e-06	0.13732	0.291955
cy41HOG000233799.ale.uml_rec	0.257117	0.076763	0.509246
cy41HOG000037051.ale.uml_rec	0.26949	1e-06	0.627785
cy41HOG000023313.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000131250.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054444.ale.uml_rec	0.00370999	2.14299e-05	0.265513
cy41HOG000225953.ale.uml_rec	7.54519e-05	0.110877	0.182068
cy41HOG000253679.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035889.ale.uml_rec	0.000548446	0.109	0.228378
cy41HOG000094660.ale.uml_rec	1e-06	0.732115	1.15653
cy41HOG000233606.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069790.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000119184.ale.uml_rec	1e-06	1e-06	0.626633
cy41HOG000127855.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035779.ale.uml_rec	1e-06	0.128093	1e-06
cy41HOG000233356.ale.uml_rec	3.79813e-05	0.775505	1.15096
cy41HOG000232544.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035229.ale.uml_rec	0.297896	0.398093	1e-06
cy41HOG000130864.ale.uml_rec	0.25047	0.167604	0.456363
cy41HOG000287199.ale.uml_rec	2.12165e-05	0.849986	0.977841
cy41HOG000025211.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000218951.ale.uml_rec	3.87652e-05	0.864094	0.931492
cy41HOG000234089.ale.uml_rec	1e-06	1e-06	0.16613
cy41HOG000058272.ale.uml_rec	0.000163433	0.75596	1.14946
cy41HOG000037218.ale.uml_rec	1e-06	0.734313	1.15913
cy41HOG000069446.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000276589.ale.uml_rec	1.08088	1e-06	1.27549
cy41HOG000056475.ale.uml_rec	1.6871e-06	0.0321	0.0255467
cy41HOG000080904.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000227962.ale.uml_rec	1e-06	0.049827	0.0427973
cy41HOG000232962.ale.uml_rec	1e-06	0.0410474	0.0215791
cy41HOG000274801.ale.uml_rec	1e-06	0.721552	1.1625
cy41HOG000292006.ale.uml_rec	1e-06	0.451265	0.667036
cy41HOG000248767.ale.uml_rec	0.000196759	0.0387865	0.0422142
cy41HOG000057958.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000037387.ale.uml_rec	1e-06	0.0707679	0.0424435
cy41HOG000005516.ale.uml_rec	0.0409443	0.168655	0.101552
cy41HOG000234116.ale.uml_rec	1e-06	0.0695052	0.0950627
cy41HOG000035530.ale.uml_rec	2.08033e-05	0.252667	1e-06
cy41HOG000145324.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000216469.ale.uml_rec	1.843e-05	0.257319	0.415105
cy41HOG000011304.ale.uml_rec	1e-06	0.780247	1.16773
cy41HOG000288013.ale.uml_rec	1e-06	0.44092	0.771019
cy41HOG000250516.ale.uml_rec	0.000258176	0.276621	0.476635
cy41HOG000276595.ale.uml_rec	0.00157977	1e-06	0.119523
cy41HOG000135466.ale.uml_rec	4.95653e-05	0.392246	0.296367
cy41HOG000080918.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000121274.ale.uml_rec	1.41472e-05	0.431405	0.356181
cy41HOG000023146.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000252901.ale.uml_rec	0.00011517	1.72777e-06	0.397786
cy41HOG000283479.ale.uml_rec	0.0697906	0.0359035	0.0242509
cy41HOG000225039.ale.uml_rec	0.364736	0.0983113	0.733745
cy41HOG000234095.ale.uml_rec	0.061433	1e-06	0.0799551
cy41HOG000037204.ale.uml_rec	0.441735	1e-06	0.765452
cy41HOG000271153.ale.uml_rec	1e-06	0.10005	1e-06
cy41HOG000054341.ale.uml_rec	0.178945	0.443092	0.590159
cy41HOG000150998.ale.uml_rec	1.08745	1e-06	1.24873
cy41HOG000055003.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000130617.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000080887.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233103.ale.uml_rec	7.60139e-06	0.0393962	0.0705552
cy41HOG000057944.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000232711.ale.uml_rec	8.95674e-05	0.0274294	0.0757145
cy41HOG000080777.ale.uml_rec	0.619009	0.391852	0.897077
cy41HOG000227711.ale.uml_rec	0.0367469	0.0457958	0.390739
cy41HOG000145338.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000281601.ale.uml_rec	1.50003e-05	0.0830121	0.287953
cy41HOG000219846.ale.uml_rec	1e-06	0.0402995	0.0906145
cy41HOG000024306.ale.uml_rec	0.0038874	0.0525394	0.220486
cy41HOG000058027.ale.uml_rec	1e-06	1e-06	0.168517
cy41HOG000069613.ale.uml_rec	0.000570216	1e-06	0.536077
cy41HOG000233785.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000165676.ale.uml_rec	1.09771	1e-06	0.670786
cy41HOG000058577.ale.uml_rec	0.244826	1e-06	0.366759
cy41HOG000069343.ale.uml_rec	0.53882	1e-06	0.298739
cy41HOG000154042.ale.uml_rec	0.00391581	0.250768	0.437863
cy41HOG000025044.ale.uml_rec	0.248573	0.235181	0.44334
cy41HOG000133564.ale.uml_rec	0.453381	0.564406	0.919605
cy41HOG000127626.ale.uml_rec	1.06512	1e-06	0.334533
cy41HOG000132626.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233875.ale.uml_rec	0.722421	0.0101148	0.361684
cy41HOG000287703.ale.uml_rec	0.168869	5.27833e-06	1e-06
cy41HOG000127849.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035765.ale.uml_rec	1e-06	0.302263	0.600398
cy41HOG000003408.ale.uml_rec	0.121039	0.108479	0.493574
cy41HOG000232558.ale.uml_rec	1e-06	0.223005	0.32791
cy41HOG000035235.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000004401.ale.uml_rec	1e-06	0.027872	0.0427457
cy41HOG000023290.ale.uml_rec	0.343637	1e-06	0.686117
cy41HOG000165819.ale.uml_rec	1.08522	1e-06	1.2553
cy41HOG000054458.ale.uml_rec	0.000128658	0.164517	0.411595
cy41HOG000276643.ale.uml_rec	2.63687e-05	0.000343465	0.00122866
cy41HOG000035895.ale.uml_rec	1.17016e-06	1e-06	0.101626
cy41HOG000036830.ale.uml_rec	0.956934	0.150917	0.339714
cy41HOG000035868.ale.uml_rec	1e-06	0.0536177	0.141403
cy41HOG000127744.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000246698.ale.uml_rec	1e-06	0.0407017	0.13836
cy41HOG000045409.ale.uml_rec	0.0953478	0.344413	0.450068
cy41HOG000132744.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233917.ale.uml_rec	1e-06	1e-06	0.527172
cy41HOG000017847.ale.uml_rec	0.0137	0.0322812	0.0576213
cy41HOG000058415.ale.uml_rec	1e-06	0.166838	1e-06
cy41HOG000069221.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035798.ale.uml_rec	0.4082	1e-06	1.00516
cy41HOG000058145.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000024264.ale.uml_rec	0.134752	0.334831	0.117737
cy41HOG000119165.ale.uml_rec	1e-06	0.170875	1e-06
cy41HOG000055817.ale.uml_rec	1.07374	1e-06	0.359593
cy41HOG000069771.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000276721.ale.uml_rec	0.000159402	0.00123159	0.000441312
cy41HOG000036952.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000233888.ale.uml_rec	1e-06	0.778035	1.1686
cy41HOG000088110.ale.uml_rec	1.0654e-06	0.254145	1e-06
cy41HOG000005371.ale.uml_rec	1.00113e-05	0.132089	0.36477
cy41HOG000035357.ale.uml_rec	1e-06	0.0516038	0.226124
cy41HOG000120922.ale.uml_rec	1.10094	1.41103e-05	0.498659
cy41HOG000233228.ale.uml_rec	1e-06	1e-06	0.0417746
cy41HOG000035607.ale.uml_rec	1e-06	1e-06	0.40999
cy41HOG000234221.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069538.ale.uml_rec	1.0818	7.84894e-06	0.45921
cy41HOG000037366.ale.uml_rec	1e-06	1e-06	0.6385
cy41HOG000023024.ale.uml_rec	0.294565	0.281623	1e-06
cy41HOG000128048.ale.uml_rec	0.168869	5.27833e-06	1e-06
cy41HOG000036024.ale.uml_rec	1e-06	0.70419	1.16012
cy41HOG000058293.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000234068.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233061.ale.uml_rec	1e-06	1e-06	0.285326
cy41HOG000081007.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000232673.ale.uml_rec	0.000624483	0.0650302	0.0972368
cy41HOG000054773.ale.uml_rec	0.00370999	2.14299e-05	0.265513
cy41HOG000132492.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000276568.ale.uml_rec	1e-06	0.160051	0.147856
cy41HOG000035193.ale.uml_rec	1e-06	0.628548	1.14158
cy41HOG000037274.ale.uml_rec	3.51461e-06	1e-06	0.15358
cy41HOG000250566.ale.uml_rec	0.0535951	0.04598	0.222691
cy41HOG000087961.ale.uml_rec	1.09975	1e-06	1.27008
cy41HOG000080968.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000039123.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054991.ale.uml_rec	1e-06	0.309079	1e-06
cy41HOG000078519.ale.uml_rec	0.292837	0.350045	0.239786
cy41HOG000072912.ale.uml_rec	1e-06	0.0321974	0.0919
cy41HOG000233173.ale.uml_rec	1e-06	0.0409535	0.043112
cy41HOG000143553.ale.uml_rec	1.0821	1e-06	1.28945
cy41HOG000294671.ale.uml_rec	1e-06	1e-06	0.433333
cy41HOG000058381.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000145348.ale.uml_rec	1.12613	1e-06	0.767075
cy41HOG000233423.ale.uml_rec	0.003621	0.26851	0.323969
cy41HOG000132580.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054331.ale.uml_rec	1e-06	1e-06	0.221086
cy41HOG000232891.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054661.ale.uml_rec	1e-06	1e-06	0.387541
cy41HOG000042512.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000042042.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233805.ale.uml_rec	1e-06	0.0765972	0.490124
cy41HOG000127656.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132656.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000069663.ale.uml_rec	1e-06	0.251141	1e-06
cy41HOG000058057.ale.uml_rec	3.0051e-06	0.128639	0.201837
cy41HOG000119077.ale.uml_rec	1e-06	1e-06	0.302179
cy41HOG000069333.ale.uml_rec	0.53882	1e-06	0.298739
cy41HOG000028966.ale.uml_rec	1e-06	0.06909	0.316504
cy41HOG000058507.ale.uml_rec	1e-06	0.780247	1.16773
cy41HOG000237936.ale.uml_rec	1e-06	0.028331	0.0263221
cy41HOG000122177.ale.uml_rec	1e-06	1e-06	0.471636
cy41HOG000253345.ale.uml_rec	0.000104205	0.031169	0.0297916
cy41HOG000054428.ale.uml_rec	0.603948	0.431501	0.989792
cy41HOG000036840.ale.uml_rec	1e-06	0.182211	0.113767
cy41HOG000276633.ale.uml_rec	0.195438	0.163187	0.584337
cy41HOG000004121.ale.uml_rec	0.000436433	0.0561648	0.170852
cy41HOG000132839.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127839.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000160477.ale.uml_rec	1e-06	1e-06	0.251395
cy41HOG000161265.ale.uml_rec	1e-06	0.419541	0.642264
cy41HOG000232528.ale.uml_rec	0.0290654	0.102941	0.19234
cy41HOG000058498.ale.uml_rec	1e-06	1e-06	0.168517
cy41HOG000069251.ale.uml_rec	1e-06	0.170875	1e-06
cy41HOG000077848.ale.uml_rec	1e-06	0.259493	0.000103823
cy41HOG000069701.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233697.ale.uml_rec	0.293281	6.21507e-05	0.147994
cy41HOG000224020.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000246918.ale.uml_rec	0.190997	0.0776778	0.236633
cy41HOG000058135.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127734.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035818.ale.uml_rec	1e-06	0.812927	0.904965
cy41HOG000132734.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000280877.ale.uml_rec	3.4215e-06	0.110639	0.123519
cy41HOG000233258.ale.uml_rec	1e-06	0.0823433	0.128629
cy41HOG000044954.ale.uml_rec	1e-06	0.0158138	0.0122847
cy41HOG000083489.ale.uml_rec	1e-06	0.0488557	0.0446556
cy41HOG000233708.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000234251.ale.uml_rec	0.0841983	0.000154636	0.190768
cy41HOG000036922.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000276751.ale.uml_rec	3.18212e-05	1.19647e-06	0.390087
cy41HOG000035987.ale.uml_rec	1e-06	0.143704	0.312379
cy41HOG000088160.ale.uml_rec	3.79035e-05	0.744463	1.16928
cy41HOG000075346.ale.uml_rec	1e-06	0.833753	0.96734
cy41HOG000047087.ale.uml_rec	1e-06	0.447249	0.740099
cy41HOG000111610.ale.uml_rec	1e-06	0.0593277	0.0622753
cy41HOG000234187.ale.uml_rec	2.12633e-05	2.86767e-05	0.0742619
cy41HOG000010587.ale.uml_rec	0.165272	1e-06	1e-06
cy41HOG000037316.ale.uml_rec	1e-06	1e-06	0.426112
cy41HOG000069548.ale.uml_rec	1e-06	0.510275	0.546596
cy41HOG000220795.ale.uml_rec	0.111783	0.156977	0.220743
cy41HOG000036504.ale.uml_rec	1e-06	0.175318	0.0273109
cy41HOG000128038.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000023054.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000130705.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000080995.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054703.ale.uml_rec	0.00370999	2.14299e-05	0.265513
cy41HOG000271511.ale.uml_rec	1e-06	0.224458	1e-06
cy41HOG000054253.ale.uml_rec	1e-06	0.0980751	0.193394
cy41HOG000234018.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233541.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000195940.ale.uml_rec	1e-06	0.175424	0.140082
cy41HOG000232603.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000024492.ale.uml_rec	6.8897e-05	0.403894	0.304641
cy41HOG000167205.ale.uml_rec	0.160259	0.107746	0.393859
cy41HOG000251929.ale.uml_rec	1e-06	0.752734	1.17152
cy41HOG000233011.ale.uml_rec	1e-06	0.691444	1.07344
cy41HOG000057856.ale.uml_rec	0.000163433	0.75596	1.14946
cy41HOG000069187.ale.uml_rec	1e-06	0.717656	1.11512
cy41HOG000057997.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000224767.ale.uml_rec	0.0104569	0.0626451	0.0650314
cy41HOG000128066.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058672.ale.uml_rec	0.168869	5.27833e-06	1e-06
cy41HOG000054932.ale.uml_rec	0.190591	0.277156	0.490192
cy41HOG000025611.ale.uml_rec	0.00602992	0.000742876	0.617854
cy41HOG000233480.ale.uml_rec	1e-06	1e-06	0.0528085
cy41HOG000069516.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000037348.ale.uml_rec	1e-06	1e-06	0.471039
cy41HOG000058322.ale.uml_rec	1.07188	1e-06	0.291624
cy41HOG000132523.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054392.ale.uml_rec	1e-06	2.78214e-05	0.10185
cy41HOG000232832.ale.uml_rec	1e-06	0.0288122	0.0426869
cy41HOG000080854.ale.uml_rec	1.08522	1e-06	1.2553
cy41HOG000081029.ale.uml_rec	0.280292	2.59699e-06	0.0997278
cy41HOG000023195.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000085085.ale.uml_rec	3.79035e-05	0.744463	1.16928
cy41HOG000069489.ale.uml_rec	1e-06	0.340772	0.393018
cy41HOG000234046.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000247372.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000276546.ale.uml_rec	1e-06	0.412846	0.917717
cy41HOG000276690.ale.uml_rec	1e-06	0.112696	0.206941
cy41HOG000035846.ale.uml_rec	1e-06	0.454442	0.685922
cy41HOG000233939.ale.uml_rec	1.20114e-05	1e-06	0.259458
cy41HOG000037101.ale.uml_rec	1e-06	0.0362006	0.176061
cy41HOG000246946.ale.uml_rec	0.137705	0.302978	0.59732
cy41HOG000036713.ale.uml_rec	0.00523287	0.161874	0.17637
cy41HOG000120893.ale.uml_rec	0.000377171	0.72177	1.14344
cy41HOG000233399.ale.uml_rec	1e-06	1e-06	0.0520164
cy41HOG000023243.ale.uml_rec	0.0513339	0.0319226	0.129437
cy41HOG000054514.ale.uml_rec	1e-06	0.689466	1.1273
cy41HOG000024975.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000131300.ale.uml_rec	0.630769	1e-06	0.756283
cy41HOG000035629.ale.uml_rec	0.0241473	1e-06	0.0286982
cy41HOG000127905.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000233756.ale.uml_rec	1.0821	1e-06	1.28945
cy41HOG000035379.ale.uml_rec	1.53755e-05	0.520224	0.545296
cy41HOG000232414.ale.uml_rec	1e-06	0.254936	1e-06
cy41HOG000069390.ale.uml_rec	6.16996e-06	0.181184	0.414633
cy41HOG000233206.ale.uml_rec	2.78489e-05	0.0347561	0.0431102
cy41HOG000058559.ale.uml_rec	1.06035	1e-06	1.31395
cy41HOG000035384.ale.uml_rec	0.148234	0.286118	0.371859
cy41HOG000023321.ale.uml_rec	1e-06	0.288731	1e-06
cy41HOG000276802.ale.uml_rec	0.16309	0.259876	0.353768
cy41HOG000058009.ale.uml_rec	0.148834	0.217474	0.418983
cy41HOG000037063.ale.uml_rec	1e-06	1e-06	0.0866558
cy41HOG000245881.ale.uml_rec	1e-06	0.658565	1.12294
cy41HOG000036671.ale.uml_rec	7.10586e-05	0.096041	0.144263
cy41HOG000132608.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000035924.ale.uml_rec	1e-06	0.0567787	0.142719
cy41HOG000036981.ale.uml_rec	1.06054	1e-06	1.34968
cy41HOG000232576.ale.uml_rec	1.23418e-05	0.0353188	0.242173
cy41HOG000233364.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000127867.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058196.ale.uml_rec	0.117847	0.000311936	0.00389163
cy41HOG000094652.ale.uml_rec	1.06645	1e-06	1.35759
cy41HOG000233634.ale.uml_rec	1e-06	1e-06	0.426112
cy41HOG000127797.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000132797.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000054476.ale.uml_rec	3.51461e-06	1e-06	0.15358
cy41HOG000131262.ale.uml_rec	1.09975	1e-06	1.27008
cy41HOG000019163.ale.uml_rec	0.00173893	0.915482	0.98175
cy41HOG000080936.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000102137.ale.uml_rec	1e-06	0.845658	0.971055
cy41HOG000250538.ale.uml_rec	1e-06	0.691444	1.07344
cy41HOG000046859.ale.uml_rec	0.0129734	0.0562753	0.0608124
cy41HOG000058240.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000024161.ale.uml_rec	7.30818e-05	0.19198	0.159346
cy41HOG000023168.ale.uml_rec	1.05763	1e-06	1.35508
cy41HOG000069124.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058710.ale.uml_rec	1e-06	0.170875	1e-06
cy41HOG000225017.ale.uml_rec	1.51889e-05	0.0557668	0.313068
cy41HOG000115870.ale.uml_rec	1.12613	1e-06	0.767075
cy41HOG000130639.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000167999.ale.uml_rec	1.55814e-06	0.279648	0.440543
cy41HOG000246402.ale.uml_rec	1e-06	0.0820573	0.095596
cy41HOG000237181.ale.uml_rec	1e-06	0.478031	0.432378
cy41HOG000145316.ale.uml_rec	1.12613	1e-06	0.767075
cy41HOG000035502.ale.uml_rec	0.054432	0.0365193	0.125733
cy41HOG000234124.ale.uml_rec	0.000172321	1e-06	0.255517
cy41HOG000080759.ale.uml_rec	1e-06	0.717656	1.11512
cy41HOG000248755.ale.uml_rec	0.000138467	0.0329438	0.0269972
cy41HOG000132553.ale.uml_rec	0.280685	1e-06	0.0995324
cy41HOG000232842.ale.uml_rec	1e-06	0.0597955	0.0649568
cy41HOG000080824.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000075368.ale.uml_rec	1e-06	0.0459435	0.141501
cy41HOG000128016.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000058352.ale.uml_rec	1e-06	1e-06	1e-06
cy41HOG000037338.ale.uml_rec	1e-06	1e-06	0.100589
cy41HOG000069566.ale.uml_rec	1e-06	1e-06	1e-06
